VideoURL,Question,Selected Answer,isSelectedAnswerCorrect,Choice A,Choice A Probability,Choice B,Choice B Probability,Choice C,Choice C Probability,Choice D,Choice D Probability,Correct Answer,Not Top Token,Top Token,Chosen index for top frame,Second best index,Third best index,Path Top1,Path Top2,Path Top3,top 1 text
vow-kxTPatc,"When the plate is above the oven, how many cooked naans are there ?",1,False,1,0.3662109375,4,0.2440185546875,2,0.12078857421875,6,0.045135498046875,6,False,,11,13,18,./storage/vow-kxTPatc/frames/frame_000990.jpg,./storage/vow-kxTPatc/frames/frame_001170.jpg,./storage/vow-kxTPatc/frames/frame_001620.jpg,so I will okay my oven is already ready I had it uh started it about 20 minutes before and this is 
vow-kxTPatc,What is in the jar with the red lid?,Yeast,True,Nutella,0.0506591796875,Yeast,0.6884765625,Pepper,0.053924560546875,Jam,0.0254669189453125,Yeast,False,,3,2,4,./storage/vow-kxTPatc/frames/frame_000270.jpg,./storage/vow-kxTPatc/frames/frame_000180.jpg,./storage/vow-kxTPatc/frames/frame_000360.jpg,so I need 2 cups of allpurpose flour 34 cup of water uh lukewarm water 2 spoons of oil 2 and2 tblspoon of yogurt 1 teaspoon of sugar 1 teaspoon of 
UUlfKJ9M_pQ,What food is displayed behind the two bowls of clam chowder?,A piece of bread,True,A bowl of apples,0.0142822265625,A bowl of rice,0.0036106109619140625,A piece of bread,0.970703125,A banana,0.00031065940856933594,A piece of bread,False,,14,0,15,./storage/UUlfKJ9M_pQ/frames/frame_001260.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000000.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001350.jpg,as you can see I garnished this with some bacon and now we are going to eat dinner 
UUlfKJ9M_pQ,What is the red food cooking in the black pot?,Bacon,True,Bacon,0.4384765625,Strawberries,0.04803466796875,Pepper,0.341552734375,Tomatoes,0.030303955078125,Bacon,False,,13,9,11,./storage/UUlfKJ9M_pQ/frames/frame_001170.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000810.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000990.jpg,this we are going to Simply Heat this through I'm not going to let this boil and to taste for salt for me it's fine I will add pepper 
UUlfKJ9M_pQ,"When adding the bacon in the mixture, why does the person say not to use all of it",Keep some for the topping,True,Keep some for the topping,0.93701171875,Because she accidentally made too much,0.005035400390625,Because of a religious tradition,0.0007085800170898438,Because she is preparing another dish that requires bacon,0.0017261505126953125,Keep some for the topping,False,,5,2,0,./storage/UUlfKJ9M_pQ/frames/frame_000450.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000180.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000000.jpg,that's 236 ml um if you cannot find this you can use a cup of chicken stock all right we're going to take the bacon out of the pot now that it's nice and crisp I will keep the fat in there I'm going to add some chopped 
UUlfKJ9M_pQ,What best describes the woman's face?,Some makeup and glasses,True,Some makeup and glasses,0.98486328125,No glasses and blonde hair,0.00060272216796875,No glasses and no makeup,0.0031108856201171875,Some makeup and red hair,0.0014352798461914062,Some makeup and glasses,False,,17,15,14,./storage/UUlfKJ9M_pQ/frames/frame_001530.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001350.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001260.jpg,friends and you sub and you comment thank you thank you thank you I really really appreciate it you have no idea how much I appre appreciate your support a lot thank you I will have this recipe on the website ready for you guys to come and print it in the meantime eat well without going broke I'm going to see you guys soon 
qPSqTqkHhGg,What color is the chef's watch?,Red,True,Red,0.98486328125,Blue,0.00010645389556884766,Yellow,0.0002613067626953125,Salmon,0.00022351741790771484,Red,False,,17,9,13,./storage/qPSqTqkHhGg/frames/frame_001530.jpg,./storage/qPSqTqkHhGg/frames/frame_000810.jpg,./storage/qPSqTqkHhGg/frames/frame_001170.jpg,there if you have these portions right here Table two for all about presentation right the lemon on the side sriracha green onions ponzu slobby real clean for your scales there right you put these orders right here this nice 
qPSqTqkHhGg,How is the salmon sliced?,Thin,True,Thick,0.1141357421875,Thin,0.8564453125,Tasty,0.0006680488586425781,Fat,0.00010824203491210938,Thin,False,,1,5,6,./storage/qPSqTqkHhGg/frames/frame_000090.jpg,./storage/qPSqTqkHhGg/frames/frame_000450.jpg,./storage/qPSqTqkHhGg/frames/frame_000540.jpg,here we go now we're going to do we just did the New Zealand 700 like that sashimi grade amazing stuff real buttery little peeko on top just have some fun 
qPSqTqkHhGg,How many nigiri sushi is made?,Two,False,Four,0.33447265625,Two,0.51806640625,Eight,0.021209716796875,Countless,0.0019121170043945312,Four,False,,16,14,1,./storage/qPSqTqkHhGg/frames/frame_001440.jpg,./storage/qPSqTqkHhGg/frames/frame_001260.jpg,./storage/qPSqTqkHhGg/frames/frame_000090.jpg,some fun with it grab your chopsticks it's all about the tools right have some fun tools out there if you have these portions right here Table two for all about presentation right the lemon on the side sriracha green onions ponzu slobby real 
qPSqTqkHhGg,What tool does he shape the nigiri with?,Knife,False,Hands,0.01529693603515625,Knife,0.96142578125,Chopsticks,0.002101898193359375,Tongs,0.00014197826385498047,Hands,False,,10,9,16,./storage/qPSqTqkHhGg/frames/frame_000900.jpg,./storage/qPSqTqkHhGg/frames/frame_000810.jpg,./storage/qPSqTqkHhGg/frames/frame_001440.jpg,you will serve that to you right and this is the belly is the belly part of the animal here is the best part right you're going to take this we can use a sashimi or nicely giddy cuts nice long strokes here right this is again where you want to get through your sushi chef it's going to give you this same cut here with the same price as this over here right that's what you want this is 
qaDMnLE6NBU,What tool does she mix the sweet and sour fish sauce with?,Spoon,True,Magic,0.0267181396484375,Spoon,0.63720703125,Blender,0.133544921875,Whisk,0.12744140625,Spoon,False,,6,5,7,./storage/qaDMnLE6NBU/frames/frame_000540.jpg,./storage/qaDMnLE6NBU/frames/frame_000450.jpg,./storage/qaDMnLE6NBU/frames/frame_000630.jpg,to make the sweet and sour fish sauce into my measuring cup I'm adding in some sugar along with some very hot water and you just want to stir this until all the sugar has dissolved and then add in your fish sauce mix well then you want to squeeze in some lime I know you're going to ask can I use vinegar the answer is yes I don't know how much I usually use 
qaDMnLE6NBU,How large are the tofu pieces cut?,Finger size,True,Really thin,0.1025390625,Chopstick Size,0.310791015625,Knife size,0.013763427734375,Finger size,0.56298828125,Finger size,False,,10,9,18,./storage/qaDMnLE6NBU/frames/frame_000900.jpg,./storage/qaDMnLE6NBU/frames/frame_000810.jpg,./storage/qaDMnLE6NBU/frames/frame_001620.jpg,rest of your shrimp and then just set them aside and for the tofu you just want to cut them in half and then cut each half into thirds and you want them to be just about this size and I also cut up my hand the same size as the tofu now for the rice paper today I'm using the three ladies brand you want to start 
qaDMnLE6NBU,What is placed at the center of each spring roll?,Shrimp,False,Tofu,0.00960540771484375,Veggies,0.0023345947265625,Shrimp,0.9794921875,Sauce,0.0011377334594726562,Veggies,False,,2,8,19,./storage/qaDMnLE6NBU/frames/frame_000180.jpg,./storage/qaDMnLE6NBU/frames/frame_000720.jpg,./storage/qaDMnLE6NBU/frames/frame_001710.jpg,hi guys it's all in this video I'm going to show you guys how to make homemade fresh spring roll it has been a highly requested video over on my youtube channel so I'm finally getting around to doing that for you guys and it's very easy to make it's healthy they're delicious although it's usually served as an appetizer at restaurants I like to 
qaDMnLE6NBU,How many sauces are the spring rolls served with?,Two,True,Two,0.97216796875,,0.002109527587890625,Many,0.007419586181640625,Zero,0.0024852752685546875,Two,False,,2,19,17,./storage/qaDMnLE6NBU/frames/frame_000180.jpg,./storage/qaDMnLE6NBU/frames/frame_001710.jpg,./storage/qaDMnLE6NBU/frames/frame_001530.jpg,hi guys it's all in this video I'm going to show you guys how to make homemade fresh spring roll it has been a highly requested video over on my youtube channel so I'm finally getting around to doing that for you guys and it's very easy to make it's healthy they're delicious although it's usually served as an appetizer at restaurants I like to 
P7XOVPrxEaQ,What liquid ingredient is added to provide creaminess?,Coconut Milk,True,Cream,0.11962890625,Kaffir Lime Leaves,0.0014591217041015625,Fish Sauce,0.02392578125,Coconut Milk,0.8173828125,Coconut Milk,False,,8,13,14,./storage/P7XOVPrxEaQ/frames/frame_000720.jpg,./storage/P7XOVPrxEaQ/frames/frame_001170.jpg,./storage/P7XOVPrxEaQ/frames/frame_001260.jpg,and you can use more or less I'm using 2 tablespoons the more you use the spicier it will be I've got a little bit of sugar to cut the salt I've got some fish sauce and the fish sauce it is going to depend how salty your curry paste is I say this every time you cook with curry paste uh with store-bought curry paste always always leave room for adjustment for your fish sauce because sometimes 
P7XOVPrxEaQ,What dish is used to cook the curry?,A wok,True,A wok,0.67724609375,A pot,0.203369140625,A pan,0.0237274169921875,A skillet,0.006641387939453125,A wok,False,,6,7,5,./storage/P7XOVPrxEaQ/frames/frame_000540.jpg,./storage/P7XOVPrxEaQ/frames/frame_000630.jpg,./storage/P7XOVPrxEaQ/frames/frame_000450.jpg,I know like it's like two really good dishes rolled into one and it is as good as it sounds so this dish and thae is called cowat G one cowat is fried rice and Gan is the name for for the curry it's not super but I've seen it done and so it's not like my original idea I wish it was it's super good and it's going to 
P7XOVPrxEaQ,Why is it important not to cook the basil for too long?,It's taste becomes dull,False,It burns and becomes black,0.157470703125,It begins to break apart,0.0026454925537109375,It's taste becomes dull,0.79931640625,It becomes too soft,0.01441192626953125,It burns and becomes black,False,,9,17,11,./storage/P7XOVPrxEaQ/frames/frame_000810.jpg,./storage/P7XOVPrxEaQ/frames/frame_001530.jpg,./storage/P7XOVPrxEaQ/frames/frame_000990.jpg,vegetables you want like it changes every time I make it depending on what I have I've got some carrots some bell peppers some onion and some uh Gan or Chinese broccoli and I sliced the stems thinly in the leaves I just kind of shiff out it and so you can use peas would be really great long beans cut up would be really good as long as they're 
P7XOVPrxEaQ,How should the wok be heated before adding the paste?,Directly into hot oil,False,Over low constant heat,0.3671875,Slowly increasing heat,0.11920166015625,Hot pan without oil,0.059478759765625,Directly into hot oil,0.416015625,Slowly increasing heat,False,,8,7,16,./storage/P7XOVPrxEaQ/frames/frame_000720.jpg,./storage/P7XOVPrxEaQ/frames/frame_000630.jpg,./storage/P7XOVPrxEaQ/frames/frame_001440.jpg,and you can use more or less I'm using 2 tablespoons the more you use the spicier it will be I've got a little bit of sugar to cut the salt I've got some fish sauce and the fish sauce it is going to depend how salty your curry paste is I say this every time you cook with curry paste uh with store-bought curry paste always always leave room for adjustment for your fish sauce because sometimes 
Nz9EAqTBrNw,What ingredient in the roll contains protein?,Imitation Crab,True,Salmon,0.18798828125,Shrimp,0.0615234375,Tuna,0.039703369140625,Imitation Crab,0.59765625,Imitation Crab,False,,1,14,2,./storage/Nz9EAqTBrNw/frames/frame_000090.jpg,./storage/Nz9EAqTBrNw/frames/frame_001260.jpg,./storage/Nz9EAqTBrNw/frames/frame_000180.jpg,[Music] how to make an inside out California roll true to its name this world Sushi was invented in California by an enterprising Japanese sushi chef in the early 1970s you will need some plastic wrap a 
Nz9EAqTBrNw,How does the chef prevent the rice from sticking when rolling?,He adds a starch,False,He hits the roll on the counter,0.06964111328125,He uses plastic wrap,0.03875732421875,He adds a starch,0.822265625,He undercooks the rice,0.007114410400390625,He uses plastic wrap,False,,13,9,12,./storage/Nz9EAqTBrNw/frames/frame_001170.jpg,./storage/Nz9EAqTBrNw/frames/frame_000810.jpg,./storage/Nz9EAqTBrNw/frames/frame_001080.jpg,firmly so the filling is enclosed step 10 pull the mat back and lay it over the roll again this time continue to roll forward applying even pressure and tightening as you roll using your mat as leverage Step 11 once it's taken shape take the roll off the mat and lay the mat over it press and smooth the roll compressing it tightly and evening out 
Nz9EAqTBrNw,How much of the nori should be uncovered?,Half of the nori,False,A full inch,0.280029296875,Half of the nori,0.476318359375,A half inch,0.109619140625,,0.0189056396484375,A half inch,False,,14,15,9,./storage/Nz9EAqTBrNw/frames/frame_001260.jpg,./storage/Nz9EAqTBrNw/frames/frame_001350.jpg,./storage/Nz9EAqTBrNw/frames/frame_000810.jpg,ends step 12 with a very sharp knife use a delicate but firm sawing motion to cut the roll in half cut each half into three equal pieces Step 13 repeat the process with your remaining half of nori layering it lightly with rice adding the filling and rolling and cutting the sushi eat at your leisure after all this is 
Nz9EAqTBrNw,How many pieces does one roll make?,5,False,5,0.30322265625,4,0.17822265625,6,0.1124267578125,8,0.1649169921875,6,False,,12,9,14,./storage/Nz9EAqTBrNw/frames/frame_001080.jpg,./storage/Nz9EAqTBrNw/frames/frame_000810.jpg,./storage/Nz9EAqTBrNw/frames/frame_001260.jpg,filling in the center tucking it over firmly so the filling is enclosed step 10 pull the mat back and lay it over the roll again this time continue to roll forward applying even pressure and tightening as you roll using your mat as leverage Step 11 once it's taken shape take the roll off the mat and lay the mat over it press and smooth the roll 
Njhy1XmKRiQ,What green vegetable is used in the dish?,Green onion,False,Green pepper,0.29638671875,basil,0.0092315673828125,Green onion,0.63720703125,spinach,0.005344390869140625,Green pepper,False,,0,3,5,./storage/Njhy1XmKRiQ/frames/frame_000000.jpg,./storage/Njhy1XmKRiQ/frames/frame_000270.jpg,./storage/Njhy1XmKRiQ/frames/frame_000450.jpg,so Singapore rice steti rice now we have one egg some lar shrimp chicken breasts rice noodle vegetable be BR B pepper onion curry powder oo sauce and L sauuce 
Njhy1XmKRiQ,What is used to garnish the dish?,green onion,False,green onion,0.564453125,sauce,0.337158203125,Carrot,0.035552978515625,Sesame seeds,0.01458740234375,Carrot,False,,0,5,4,./storage/Njhy1XmKRiQ/frames/frame_000000.jpg,./storage/Njhy1XmKRiQ/frames/frame_000450.jpg,./storage/Njhy1XmKRiQ/frames/frame_000360.jpg,so Singapore rice steti rice now we have one egg some lar shrimp chicken breasts rice noodle vegetable be BR B pepper onion curry powder oo sauce and L sauuce 
Njhy1XmKRiQ,Which utensil is used to cook the dish?,Ladle,True,Ladle,0.5224609375,Slotted spoon,0.3427734375,Tongs,0.0679931640625,Spatula,0.02313232421875,Ladle,False,,5,0,4,./storage/Njhy1XmKRiQ/frames/frame_000450.jpg,./storage/Njhy1XmKRiQ/frames/frame_000000.jpg,./storage/Njhy1XmKRiQ/frames/frame_000360.jpg,water now we're going to put all the spices in there one t one teaspoon of curry powder 
Njhy1XmKRiQ,What is the name of the restaurant?,Cha Ya Asian Bistro,True,Noodle Spot,0.00606536865234375,Cha Ya Asian Bistro,0.826171875,Gu's Dumplings,0.0035114288330078125,Panda Express,0.00016546249389648438,Cha Ya Asian Bistro,False,,15,14,12,./storage/Njhy1XmKRiQ/frames/frame_001350.jpg,./storage/Njhy1XmKRiQ/frames/frame_001260.jpg,./storage/Njhy1XmKRiQ/frames/frame_001080.jpg,No transcript available
MCs2_Ih0PZA,What meat is used in the recipe?,Veal,True,Pork,0.4169921875,Veal,0.423583984375,Chicken,0.06103515625,Beef ,0.011199951171875,Veal,False,,2,6,12,./storage/MCs2_Ih0PZA/frames/frame_000180.jpg,./storage/MCs2_Ih0PZA/frames/frame_000540.jpg,./storage/MCs2_Ih0PZA/frames/frame_001080.jpg,that's soft as butter on the inside and with the typical golden brown and wavy crust you will need a few ve schnitzel for this that have already been thinly cut by your butcher eggs flour and breadcrumbs for the breading an oil that can be heated to a high temperature such as sunflower or corn oil and lemon and butter for 
MCs2_Ih0PZA,How does the chef add acid to the dish?,Lemon,True,Hot sauce,0.056793212890625,Lemon,0.73681640625,Orange,0.003154754638671875,Vinegar,0.1644287109375,Lemon,False,,6,8,11,./storage/MCs2_Ih0PZA/frames/frame_000540.jpg,./storage/MCs2_Ih0PZA/frames/frame_000720.jpg,./storage/MCs2_Ih0PZA/frames/frame_000990.jpg,saucepan be careful you don't want the Schnitzel to tear then you season the Schnitzel with salt freshly ground pepper and finely grated lemon zest from an untreated lemon you will now set up a so-called breading station using three large shallow bowls lined up one after the 
MCs2_Ih0PZA,How many times should the shnitzel be turned?,As many as needed,False,As many as needed,0.339599609375,Three times,0.14501953125,Twice,0.11376953125,Once,0.1846923828125,Once,False,,5,13,10,./storage/MCs2_Ih0PZA/frames/frame_000450.jpg,./storage/MCs2_Ih0PZA/frames/frame_001170.jpg,./storage/MCs2_Ih0PZA/frames/frame_000900.jpg,as sunflower or corn oil and lemon and butter for flavoring to ensure the snitel are especially tender place them one by one between two pieces of cling film and pound them a bit thinner using a small saucepan be careful you don't want the Schnitzel to tear then you season the Schnitzel with 
MCs2_Ih0PZA,Why should you rock the pan during cooking?,To apply heat more evenly,False,To splash oil on top,0.0143280029296875,To look like a pro chef,0.0008945465087890625,To apply heat more evenly,0.7822265625,To stop the meat from sticking,0.1947021484375,To splash oil on top,False,,10,11,13,./storage/MCs2_Ih0PZA/frames/frame_000900.jpg,./storage/MCs2_Ih0PZA/frames/frame_000990.jpg,./storage/MCs2_Ih0PZA/frames/frame_001170.jpg,medium heat use enough oil so the Schnitz will swim in it once the surface of the oil begins to move slightly lay the breaded schnitzel in the pan and fry for 2 to 3 minutes over medium heat on each side until golden brown it's best if you only turn them once move the pan from time to time so 
LoeSv5enisE,What seed-based paste is a key ingredient for the recipe?,Tahini,True,Tahini,0.97802734375,Cashew Butter,0.002704620361328125,Peanut butter,0.0014247894287109375,Almond Butter,0.00022900104522705078,Tahini,False,,17,16,10,./storage/LoeSv5enisE/frames/frame_001530.jpg,./storage/LoeSv5enisE/frames/frame_001440.jpg,./storage/LoeSv5enisE/frames/frame_000900.jpg,otherwise you're just going to get sesame seed oil and now what we're going to do we're going to add a couple tablespoons of olive oil and you know olive oil is really a healthy oil some people don't even add the olive oil but I like the flavor of it now for my two secret ingredients a little bit of yogurt about A4 of a cup use good yogurt that gives it a little bit of a Tang to 
LoeSv5enisE,How does the chef increase extractable lemon juice?,Freezing prior to juice,True,Boil for 10 minutes,0.06048583984375,Peel lemon first,0.161865234375,Lightly Grill Lemon,0.06695556640625,Freezing prior to juice,0.59228515625,Freezing prior to juice,False,,11,12,15,./storage/LoeSv5enisE/frames/frame_000990.jpg,./storage/LoeSv5enisE/frames/frame_001080.jpg,./storage/LoeSv5enisE/frames/frame_001350.jpg,going to add a teaspoon of minced garlic oh that smells so good more or less remember this is to your taste now Garlic's good for your heart so I may add a little more than a teaspoon and a four a cup of lemon juice and you know you can freeze lemons let me tell you a great trick when you buy lemons in the 
LoeSv5enisE,Which dairy product does the chef add for tanginess?,Yogurt,True,Mozarella,0.016021728515625,Cream Cheese,0.09820556640625,Sour Cream,0.09368896484375,Yogurt,0.63037109375,Yogurt,False,,11,2,20,./storage/LoeSv5enisE/frames/frame_000990.jpg,./storage/LoeSv5enisE/frames/frame_000180.jpg,./storage/LoeSv5enisE/frames/frame_001800.jpg,going to add a teaspoon of minced garlic oh that smells so good more or less remember this is to your taste now Garlic's good for your heart so I may add a little more than a teaspoon and a four a cup of lemon juice and you know you can freeze lemons let me tell you a great trick when you buy lemons in the 
LoeSv5enisE,How does the chef make the dish look better before serving? ,Add with parsley and olive oil,True,Sprinkle with grated carrots,0.028717041015625,Add with parsley and olive oil,0.75244140625,Mix in chopped green onions,0.0360107421875,Garnish with chopped tomatoes,0.083740234375,Add with parsley and olive oil,False,,18,20,19,./storage/LoeSv5enisE/frames/frame_001620.jpg,./storage/LoeSv5enisE/frames/frame_001800.jpg,./storage/LoeSv5enisE/frames/frame_001710.jpg,Mediterranean cooking and we're going to uh give it a grind of salt or pepper and pepper and with Justin here he probably would love cayenne pepper you could do that too but I'm just going to show you how quick it is 
Lky6MPtNJto,Which type of mushrooms does the chef use for the sauce?,Shiitake,True,Button,0.049224853515625,Shiitake,0.9287109375,Porcini,0.00518798828125,Crimini,0.0048370361328125,Shiitake,False,,7,17,1,./storage/Lky6MPtNJto/frames/frame_000630.jpg,./storage/Lky6MPtNJto/frames/frame_001530.jpg,./storage/Lky6MPtNJto/frames/frame_000090.jpg,bowl like I'm doing it cuz what you're going to want to be able to do is slide this push this off into our creamy mushroom brazing liquid which is actually the topic of this video recipe so how did we make that we're going to take 6 oz of shitake mushrooms and as you may know you can't use the stems they're just a little too tough and fibrous so just go ahead and pull those 
Lky6MPtNJto,What thickening method does the chef use for the sauce,A roux made with flour,True,A roux made with flour,0.493408203125,Simmering a lot,0.0389404296875,Cornstarch slurry,0.38427734375,Adding egg yolks,0.0195770263671875,A roux made with flour,False,,17,13,20,./storage/Lky6MPtNJto/frames/frame_001530.jpg,./storage/Lky6MPtNJto/frames/frame_001170.jpg,./storage/Lky6MPtNJto/frames/frame_001800.jpg,juice fat all right the proteins kind of coagulated underneath so you do have some stuff going on in that sauce so this is something you definitely need to skim the fat off the top I actually skimmed the fat off the top and boiled the sauce in the pan for about 5 minutes to thicken it up a little bit but anyway I'm sure you figured out the rest slice meatloaf pour over sauce eat with mashed 
Lky6MPtNJto,What internal temperature is required to be fully cooked?,165°F,False,140°F,0.328857421875,175°F,0.021026611328125,155°F,0.03717041015625,165°F,0.50146484375,155°F,False,,3,4,14,./storage/Lky6MPtNJto/frames/frame_000270.jpg,./storage/Lky6MPtNJto/frames/frame_000360.jpg,./storage/Lky6MPtNJto/frames/frame_001260.jpg,I was totally going to show you the recipe for this it's a three meatloaf pork ve and beef but I wasn't completely thrilled on how it came out all right the texture was really good but the taste just wasn't quite what I wanted so anyway I'm going to keep working on that and show you my three meatloaf at a future date but anyway the rest of this will work with any of our pre-existing meatloaf recipes or whatever is currently your favorite meatloaf recipe 
Lky6MPtNJto,Which herb is added for additional flavor?,Rosemary,True,Oregano,0.169921875,Thyme,0.125244140625,Basil,0.034515380859375,Rosemary,0.35400390625,Rosemary,False,,12,7,8,./storage/Lky6MPtNJto/frames/frame_001080.jpg,./storage/Lky6MPtNJto/frames/frame_000630.jpg,./storage/Lky6MPtNJto/frames/frame_000720.jpg,just taking the raw edge off the flour at that point you're going to pour in your cold beef broth all right maybe half a cup at a time just pour it in whisk pour it in whisk and because the stock the broth is Cold and The Rue is hot there's no lumps so stir that in all right we're going to turn the heat up to high bring this up to a simmer and of 
