VideoURL,Question,Selected Answer,isSelectedAnswerCorrect,Choice A,Choice A Probability,Choice B,Choice B Probability,Choice C,Choice C Probability,Choice D,Choice D Probability,Correct Answer,Not Top Token,Top Token,Chosen index for top frame,Second best index,Third best index,Path Top1,Path Top2,Path Top3,top 1 text
vow-kxTPatc,"When the plate is above the oven, how many cooked naans are there ?",2,False,2,0.6708984375,1,0.06292724609375,4,0.1834716796875,6,0.0194854736328125,6,False,,30,1,25,./storage/vow-kxTPatc/frames/frame_014400.jpg,./storage/vow-kxTPatc/frames/frame_000480.jpg,./storage/vow-kxTPatc/frames/frame_012000.jpg,and another about 3 minutes they will be ready okay it has been about 3 minutes let me check if my nan is ready and yes they look great let's take them 
vow-kxTPatc,What is in the jar with the red lid?,Yeast,True,Nutella,0.0233917236328125,Pepper,0.0117645263671875,Yeast,0.9345703125,Jam,0.01096343994140625,Yeast,False,,6,10,17,./storage/vow-kxTPatc/frames/frame_002880.jpg,./storage/vow-kxTPatc/frames/frame_004800.jpg,./storage/vow-kxTPatc/frames/frame_008160.jpg,soda 1 teaspoon of yeast so first I'm going to mix the yeast in water and dissolve and just leave it just for a 
UUlfKJ9M_pQ,What food is displayed behind the two bowls of clam chowder?,A piece of bread,True,A bowl of apples,0.0278167724609375,A bowl of rice,0.007488250732421875,A banana,0.0009083747863769531,A piece of bread,0.9501953125,A piece of bread,False,,12,3,13,./storage/UUlfKJ9M_pQ/frames/frame_005760.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001440.jpg,./storage/UUlfKJ9M_pQ/frames/frame_006240.jpg,as you can see I garnished this with some bacon and now we are going to eat dinner 
UUlfKJ9M_pQ,What is the red food cooking in the black pot?,Pepper,False,Pepper,0.771484375,Strawberries,0.0567626953125,Tomatoes,0.07122802734375,Bacon,0.019775390625,Bacon,False,,11,7,10,./storage/UUlfKJ9M_pQ/frames/frame_005280.jpg,./storage/UUlfKJ9M_pQ/frames/frame_003360.jpg,./storage/UUlfKJ9M_pQ/frames/frame_004800.jpg,and I'm going to add the clamps so we're just going to mix all this we are going to Simply Heat this through I'm not going to let this boil and to taste for salt for me it's fine I will add pepper 
UUlfKJ9M_pQ,"When adding the bacon in the mixture, why does the person say not to use all of it",Keep some for the topping,True,Because she accidentally made too much,0.019500732421875,Keep some for the topping,0.95458984375,Because of a religious tradition,0.00047326087951660156,Because she is preparing another dish that requires bacon,0.00021839141845703125,Keep some for the topping,False,,9,1,12,./storage/UUlfKJ9M_pQ/frames/frame_004320.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000480.jpg,./storage/UUlfKJ9M_pQ/frames/frame_005760.jpg,form there's no flour lumps in here this is perfect I'm now going to add my potatoes and most of the bacon I'll leave some for topping so we'll leave that for toppings all right we're going to let this simmer for about 15 minutes until the potatoes are tender don't let this start boiling 
UUlfKJ9M_pQ,What best describes the woman's face?,Some makeup and glasses,True,Some makeup and glasses,0.96533203125,No glasses and no makeup,0.01442718505859375,Some makeup and red hair,0.00875091552734375,No glasses and blonde hair,0.0005550384521484375,Some makeup and glasses,False,,15,13,12,./storage/UUlfKJ9M_pQ/frames/frame_007200.jpg,./storage/UUlfKJ9M_pQ/frames/frame_006240.jpg,./storage/UUlfKJ9M_pQ/frames/frame_005760.jpg,like thank you if you share it with your friends and you sub and you comment thank you thank you thank you I really really appreciate it you have no idea how much I appre appreciate your support a lot thank you I will have this recipe on the website ready for you guys to come and print it in the meantime eat well without going broke I'm going to see you guys soon 
qPSqTqkHhGg,What color is the chef's watch?,Red,True,Salmon,0.1900634765625,Yellow,0.0051422119140625,Blue,0.00551605224609375,Red,0.75146484375,Red,False,,8,3,10,./storage/qPSqTqkHhGg/frames/frame_003840.jpg,./storage/qPSqTqkHhGg/frames/frame_001440.jpg,./storage/qPSqTqkHhGg/frames/frame_004800.jpg,little bit more than blood line off there ain't no four color cut this one in thirds again put your black to a Pico on there your green to a beet go your red right and there's a tendon right here right we don't want to get rid of that chewy not too good let's feel like 
qPSqTqkHhGg,How is the salmon sliced?,Thin,True,Tasty,0.01169586181640625,Fat,0.0005555152893066406,Thin,0.83935546875,Thick,0.02593994140625,Thin,False,,4,3,9,./storage/qPSqTqkHhGg/frames/frame_001920.jpg,./storage/qPSqTqkHhGg/frames/frame_001440.jpg,./storage/qPSqTqkHhGg/frames/frame_004320.jpg,New Zealand salmon we're going to do here is we're just going to take it four fingers probably right in half is be real nice here right down the center right lean that up right welcome like that we'll take a little bit that scoot off we'll make some rainbow roll type of rolls here the fish on the outside of the roll and take the skin off here slice long strokes here just real clean 
qPSqTqkHhGg,How many nigiri sushi is made?,Four,True,Eight,0.276611328125,Four,0.428466796875,Countless,0.030792236328125,Two,0.12371826171875,Four,False,,14,13,9,./storage/qPSqTqkHhGg/frames/frame_006720.jpg,./storage/qPSqTqkHhGg/frames/frame_006240.jpg,./storage/qPSqTqkHhGg/frames/frame_004320.jpg,that this is the hardest part of doing sushi right here the little ball of rice try not to hold the fish too long and then serve it just as fast like that right you Cup born here right just real quick it's like magic right it's kind of like that boom go go there you go right real quick real simple the intensity of the 
qPSqTqkHhGg,What tool does he shape the nigiri with?,Knife,False,Chopsticks,0.00926971435546875,Knife,0.97607421875,Tongs,0.0006213188171386719,Hands,0.00020170211791992188,Hands,False,,10,13,9,./storage/qPSqTqkHhGg/frames/frame_004800.jpg,./storage/qPSqTqkHhGg/frames/frame_006240.jpg,./storage/qPSqTqkHhGg/frames/frame_004320.jpg,strokes here right this is again where you want to get through your sushi chef it's going to give you this same cut here with the same price as this over here right that's what you want this is your special meat grade sashimi for your sashimi plate here nice and tender just like butter right 
qaDMnLE6NBU,What tool does she mix the sweet and sour fish sauce with?,Spoon,True,Blender,0.08404541015625,Whisk,0.4072265625,Magic,0.007171630859375,Spoon,0.46875,Spoon,False,,8,7,12,./storage/qaDMnLE6NBU/frames/frame_003840.jpg,./storage/qaDMnLE6NBU/frames/frame_003360.jpg,./storage/qaDMnLE6NBU/frames/frame_005760.jpg,fish sauce mix well then you want to squeeze in some lime I know you're going to ask can I use vinegar the answer is yes I don't know how much I usually use one lime maybe a little bit more depending on how juicy it is add in some chopped garlic stir and then taste check use my measurements as a guideline everyone has different tastes 
qaDMnLE6NBU,How large are the tofu pieces cut?,Really thin,False,Finger size,0.290283203125,Really thin,0.568359375,Chopstick Size,0.0799560546875,Knife size,0.0208587646484375,Finger size,False,,18,13,23,./storage/qaDMnLE6NBU/frames/frame_008640.jpg,./storage/qaDMnLE6NBU/frames/frame_006240.jpg,./storage/qaDMnLE6NBU/frames/frame_011040.jpg,and add in my slices of homemade vietnamese ham and then my shrimp right next to it and then I'm going to layer my tofu right on top of the ham I did two pieces of ham two pieces of tofu well what do you know I guess I did remember to add in my bean sprouts I'm now I'm adding in my bean sprouts and then make sure you have enough rice paper to completely roll over your 
qaDMnLE6NBU,What is placed at the center of each spring roll?,Shrimp,False,Shrimp,0.5869140625,Sauce,0.00955963134765625,Veggies,0.0806884765625,Tofu,0.28173828125,Veggies,False,,18,11,10,./storage/qaDMnLE6NBU/frames/frame_008640.jpg,./storage/qaDMnLE6NBU/frames/frame_005280.jpg,./storage/qaDMnLE6NBU/frames/frame_004800.jpg,and add in my slices of homemade vietnamese ham and then my shrimp right next to it and then I'm going to layer my tofu right on top of the ham I did two pieces of ham two pieces of tofu well what do you know I guess I did remember to add in my bean sprouts I'm now I'm adding in my bean sprouts and then make sure you have enough rice paper to completely roll over your 
qaDMnLE6NBU,How many sauces are the spring rolls served with?,Zero,False,,0.10858154296875,Many,0.2093505859375,Two,0.1484375,Zero,0.486572265625,Two,False,,17,11,18,./storage/qaDMnLE6NBU/frames/frame_008160.jpg,./storage/qaDMnLE6NBU/frames/frame_005280.jpg,./storage/qaDMnLE6NBU/frames/frame_008640.jpg,some cilantro and I forgot to add in my what do you call that bean sprouts but I do then the next one and then you want to add in your cooked rice vermicelli noodles and then I'm going to add on the side of my veggies I'm going to go ahead and add in my slices of homemade vietnamese ham and then my shrimp right next to it and then I'm going to layer 
P7XOVPrxEaQ,What liquid ingredient is added to provide creaminess?,Coconut Milk,True,Fish Sauce,0.0382080078125,Coconut Milk,0.9111328125,Cream,0.029296875,Kaffir Lime Leaves,0.0005846023559570312,Coconut Milk,False,,3,12,22,./storage/P7XOVPrxEaQ/frames/frame_001440.jpg,./storage/P7XOVPrxEaQ/frames/frame_005760.jpg,./storage/P7XOVPrxEaQ/frames/frame_010560.jpg,ingredient I've got some green curry paste this one's just store-bought okay and you can use more or less I'm using 2 tablespoons the more you use the spicier it will be I've got a little bit of sugar to cut the salt I've got some fish sauce and the fish sauce it is going to depend how salty your curry paste is I say this every time you cook with curry paste uh with store-bought curry paste 
P7XOVPrxEaQ,What dish is used to cook the curry?,A wok,True,A pot,0.3583984375,A pan,0.079345703125,A skillet,0.0274200439453125,A wok,0.489990234375,A wok,False,,1,2,19,./storage/P7XOVPrxEaQ/frames/frame_000480.jpg,./storage/P7XOVPrxEaQ/frames/frame_000960.jpg,./storage/P7XOVPrxEaQ/frames/frame_009120.jpg,are going to make green curry fried rice I know like it's like two really good dishes rolled into one and it is as good as it sounds so this dish and thae is called cowat G one cowat is fried rice and Gan is the name for for the curry it's not super but I've seen it done and 
P7XOVPrxEaQ,Why is it important not to cook the basil for too long?,It burns and becomes black,True,It burns and becomes black,0.94970703125,It becomes too soft,0.0024852752685546875,It begins to break apart,0.003345489501953125,It's taste becomes dull,0.021636962890625,It burns and becomes black,False,,23,6,26,./storage/P7XOVPrxEaQ/frames/frame_011040.jpg,./storage/P7XOVPrxEaQ/frames/frame_002880.jpg,./storage/P7XOVPrxEaQ/frames/frame_012480.jpg,it felt a little strange Thai Basil you want to turn off your heat first then you toss in the Thai Basil because you don't want to cook the Thai Basil for too long in too intense of a heat or they'll turn black and not very nice looking m o that smells good okay let's go plate it out so this serves about 
P7XOVPrxEaQ,How should the wok be heated before adding the paste?,Slowly increasing heat,True,Slowly increasing heat,0.45947265625,Directly into hot oil,0.381103515625,Over low constant heat,0.12176513671875,Hot pan without oil,0.004985809326171875,Slowly increasing heat,False,,13,3,11,./storage/P7XOVPrxEaQ/frames/frame_006240.jpg,./storage/P7XOVPrxEaQ/frames/frame_001440.jpg,./storage/P7XOVPrxEaQ/frames/frame_005280.jpg,sauté curry paste you do not want to start it in too hot of a pan because you can burn the curry paste instantly if you think about it curry paste is just herbs that are tiny tiny pieces so they can burn easily so just a little bit of vegetable oil in there I'm going to go in with my C curry paste I'm not going to wait for the oil to heat up because 
Nz9EAqTBrNw,What ingredient in the roll contains protein?,Imitation Crab,True,Tuna,0.1966552734375,Salmon,0.09002685546875,Imitation Crab,0.5263671875,Shrimp,0.0207366943359375,Imitation Crab,False,,13,1,12,./storage/Nz9EAqTBrNw/frames/frame_006240.jpg,./storage/Nz9EAqTBrNw/frames/frame_000480.jpg,./storage/Nz9EAqTBrNw/frames/frame_005760.jpg,the ends step 12 with a very sharp knife use a delicate but firm sawing motion to cut the roll in half cut each half into three equal pieces Step 13 repeat the process with your remaining half of nori layering it lightly with rice adding the filling and rolling and cutting the sushi eat at 
Nz9EAqTBrNw,How does the chef prevent the rice from sticking when rolling?,He adds a starch,False,He hits the roll on the counter,0.08935546875,He adds a starch,0.77783203125,He undercooks the rice,0.0158843994140625,He uses plastic wrap,0.0123748779296875,He uses plastic wrap,False,,11,9,12,./storage/Nz9EAqTBrNw/frames/frame_005280.jpg,./storage/Nz9EAqTBrNw/frames/frame_004320.jpg,./storage/Nz9EAqTBrNw/frames/frame_005760.jpg,top step nine use the bamboo mat to roll the bottom edge of the Nori over the filling in the center tucking it over firmly so the filling is enclosed step 10 pull the mat back and lay it over the roll again this time continue to roll forward applying even pressure and tightening as you roll using your mat as 
Nz9EAqTBrNw,How much of the nori should be uncovered?,Half of the nori,False,A half inch,0.2880859375,Half of the nori,0.54638671875,,0.0303497314453125,A full inch,0.0163726806640625,A half inch,False,,13,9,1,./storage/Nz9EAqTBrNw/frames/frame_006240.jpg,./storage/Nz9EAqTBrNw/frames/frame_004320.jpg,./storage/Nz9EAqTBrNw/frames/frame_000480.jpg,the ends step 12 with a very sharp knife use a delicate but firm sawing motion to cut the roll in half cut each half into three equal pieces Step 13 repeat the process with your remaining half of nori layering it lightly with rice adding the filling and rolling and cutting the sushi eat at 
Nz9EAqTBrNw,How many pieces does one roll make?,5,False,5,0.296142578125,6,0.0828857421875,4,0.1942138671875,8,0.150146484375,6,False,,12,13,1,./storage/Nz9EAqTBrNw/frames/frame_005760.jpg,./storage/Nz9EAqTBrNw/frames/frame_006240.jpg,./storage/Nz9EAqTBrNw/frames/frame_000480.jpg,continue to roll forward applying even pressure and tightening as you roll using your mat as leverage Step 11 once it's taken shape take the roll off the mat and lay the mat over it press and smooth the roll compressing it tightly and evening out the ends step 12 with a very sharp knife use a delicate but firm sawing motion to cut 
Njhy1XmKRiQ,What green vegetable is used in the dish?,Green onion,False,Green pepper,0.43505859375,spinach,0.01366424560546875,basil,0.004947662353515625,Green onion,0.492919921875,Green pepper,False,,1,2,3,./storage/Njhy1XmKRiQ/frames/frame_000480.jpg,./storage/Njhy1XmKRiQ/frames/frame_000960.jpg,./storage/Njhy1XmKRiQ/frames/frame_001440.jpg,rice now we have one egg some lar shrimp chicken breasts rice noodle vegetable be BR B pepper onion curry powder oo sauce and L sauuce TP of hot oil 
Njhy1XmKRiQ,What is used to garnish the dish?,green onion,False,green onion,0.57470703125,sauce,0.322265625,Sesame seeds,0.051788330078125,Carrot,0.00885772705078125,Carrot,False,,1,2,4,./storage/Njhy1XmKRiQ/frames/frame_000480.jpg,./storage/Njhy1XmKRiQ/frames/frame_000960.jpg,./storage/Njhy1XmKRiQ/frames/frame_001920.jpg,rice now we have one egg some lar shrimp chicken breasts rice noodle vegetable be BR B pepper onion curry powder oo sauce and L sauuce TP of hot oil 
Njhy1XmKRiQ,Which utensil is used to cook the dish?,Ladle,True,Slotted spoon,0.309326171875,Ladle,0.429443359375,Spatula,0.105224609375,Tongs,0.061859130859375,Ladle,False,,1,2,4,./storage/Njhy1XmKRiQ/frames/frame_000480.jpg,./storage/Njhy1XmKRiQ/frames/frame_000960.jpg,./storage/Njhy1XmKRiQ/frames/frame_001920.jpg,rice now we have one egg some lar shrimp chicken breasts rice noodle vegetable be BR B pepper onion curry powder oo sauce and L sauuce TP of hot oil 
Njhy1XmKRiQ,What is the name of the restaurant?,Cha Ya Asian Bistro,True,Panda Express,0.18310546875,Noodle Spot,0.035491943359375,Cha Ya Asian Bistro,0.18896484375,Gu's Dumplings,0.06427001953125,Cha Ya Asian Bistro,True,▁No,8,7,9,./storage/Njhy1XmKRiQ/frames/frame_003840.jpg,./storage/Njhy1XmKRiQ/frames/frame_003360.jpg,./storage/Njhy1XmKRiQ/frames/frame_004320.jpg,No transcript available
MCs2_Ih0PZA,What meat is used in the recipe?,Veal,True,Pork,0.37060546875,Veal,0.4267578125,Beef ,0.038177490234375,Chicken,0.101318359375,Veal,False,,5,4,1,./storage/MCs2_Ih0PZA/frames/frame_002400.jpg,./storage/MCs2_Ih0PZA/frames/frame_001920.jpg,./storage/MCs2_Ih0PZA/frames/frame_000480.jpg,Schnitz will swim in it once the surface of the oil begins to move slightly lay the breaded schnitzel in the pan and fry for 2 to 3 minutes over medium heat on each side until golden brown it's best if you only turn them once move the pan from time to time so the oil goes over the Schnitzel as this 
MCs2_Ih0PZA,How does the chef add acid to the dish?,Vinegar,False,Lemon,0.36181640625,Vinegar,0.4501953125,Orange,0.003955841064453125,Hot sauce,0.0005440711975097656,Lemon,False,,4,6,5,./storage/MCs2_Ih0PZA/frames/frame_001920.jpg,./storage/MCs2_Ih0PZA/frames/frame_002880.jpg,./storage/MCs2_Ih0PZA/frames/frame_002400.jpg,frying and create the typically wavy breading carefully turn the Schnitzel in the flour the egg mixture and finally the breadcrumbs make sure you press the snitel into the breadcrumbs very gently heat the oil in a large pan over medium heat use enough oil so the Schnitz will swim in it 
MCs2_Ih0PZA,How many times should the shnitzel be turned?,As many as needed,False,As many as needed,0.366943359375,Once,0.31884765625,Twice,0.09063720703125,Three times,0.0141143798828125,Once,False,,2,1,4,./storage/MCs2_Ih0PZA/frames/frame_000960.jpg,./storage/MCs2_Ih0PZA/frames/frame_000480.jpg,./storage/MCs2_Ih0PZA/frames/frame_001920.jpg,flavoring to ensure the snitel are especially tender place them one by one between two pieces of cling film and pound them a bit thinner using a small saucepan be careful you don't want the Schnitzel to tear then you season the Schnitzel with salt freshly ground pepper and finely grated lemon zest from an untreated 
MCs2_Ih0PZA,Why should you rock the pan during cooking?,To apply heat more evenly,False,To apply heat more evenly,0.57275390625,To stop the meat from sticking,0.406005859375,To splash oil on top,0.0044403076171875,To look like a pro chef,0.0010709762573242188,To splash oil on top,False,,6,5,2,./storage/MCs2_Ih0PZA/frames/frame_002880.jpg,./storage/MCs2_Ih0PZA/frames/frame_002400.jpg,./storage/MCs2_Ih0PZA/frames/frame_000960.jpg,the oil goes over the Schnitzel as this will make the breading even crispier once the Schnitzel are done pour the used oil out of the pan melt a piece of butter in the pan over low heat and briefly turn the snitel over in it place the finished snitel on some paper towels to absorb the excess fat 
LoeSv5enisE,What seed-based paste is a key ingredient for the recipe?,Tahini,True,Almond Butter,0.0022678375244140625,Tahini,0.98974609375,Cashew Butter,0.0007901191711425781,Peanut butter,0.00019359588623046875,Tahini,False,,12,14,15,./storage/LoeSv5enisE/frames/frame_005760.jpg,./storage/LoeSv5enisE/frames/frame_006720.jpg,./storage/LoeSv5enisE/frames/frame_007200.jpg,sesame seed paste when you get it home and you open it store it in the refrigerator and it'll it'll keep for six seven months in there and sesame seeds are full of calcium really really delicious used a lot in Mediterranean cooking so you want to use anywhere oh about 3 tablespoons or so and I will tell you that when it's stored in the fridge what happens is the oil of the 
LoeSv5enisE,How does the chef increase extractable lemon juice?,Freezing prior to juice,True,Peel lemon first,0.176025390625,Lightly Grill Lemon,0.03466796875,Freezing prior to juice,0.6962890625,Boil for 10 minutes,0.010162353515625,Freezing prior to juice,False,,5,10,14,./storage/LoeSv5enisE/frames/frame_002400.jpg,./storage/LoeSv5enisE/frames/frame_004800.jpg,./storage/LoeSv5enisE/frames/frame_006720.jpg,Garlic's good for your heart so I may add a little more than a teaspoon and a four a cup of lemon juice and you know you can freeze lemons let me tell you a great trick when you buy lemons in the store and if they're ever on sale take your lemon whole unpeeled like this put it in the 
LoeSv5enisE,Which dairy product does the chef add for tanginess?,Yogurt,True,Sour Cream,0.00736236572265625,Cream Cheese,0.0006380081176757812,Yogurt,0.9794921875,Mozarella,0.0002071857452392578,Yogurt,False,,14,17,4,./storage/LoeSv5enisE/frames/frame_006720.jpg,./storage/LoeSv5enisE/frames/frame_008160.jpg,./storage/LoeSv5enisE/frames/frame_001920.jpg,to do we're going to add a couple tablespoons of olive oil and you know olive oil is really a healthy oil some people don't even add the olive oil but I like the flavor of it now for my two secret ingredients a little bit of yogurt about A4 of a cup use good yogurt that gives it a little bit of a Tang to my palette it's really good and kimon we call it cimon cumin seed 
LoeSv5enisE,How does the chef make the dish look better before serving? ,Add with parsley and olive oil,True,Garnish with chopped tomatoes,0.0921630859375,Mix in chopped green onions,0.0140228271484375,Sprinkle with grated carrots,0.0022716522216796875,Add with parsley and olive oil,0.80859375,Add with parsley and olive oil,False,,16,17,19,./storage/LoeSv5enisE/frames/frame_007680.jpg,./storage/LoeSv5enisE/frames/frame_008160.jpg,./storage/LoeSv5enisE/frames/frame_009120.jpg,Mediterranean cooking and we're going to uh give it a grind of salt or pepper and pepper and with Justin here he probably would love cayenne pepper you could do that too but I'm just going to show you how quick it is 
Lky6MPtNJto,Which type of mushrooms does the chef use for the sauce?,Shiitake,True,Shiitake,0.284912109375,Porcini,0.1324462890625,Button,0.11505126953125,Crimini,0.1031494140625,Shiitake,False,,20,7,19,./storage/Lky6MPtNJto/frames/frame_009600.jpg,./storage/Lky6MPtNJto/frames/frame_003360.jpg,./storage/Lky6MPtNJto/frames/frame_009120.jpg,you're a fan of mushroom sauces maybe give this technique a try and of course head over to foodwishes.com for all the ingredient amounts as well as more info as usual and as always enjoy 
Lky6MPtNJto,What thickening method does the chef use for the sauce,A roux made with flour,True,A roux made with flour,0.43798828125,Cornstarch slurry,0.405029296875,Simmering a lot,0.056549072265625,Adding egg yolks,0.0307464599609375,A roux made with flour,False,,16,19,10,./storage/Lky6MPtNJto/frames/frame_007680.jpg,./storage/Lky6MPtNJto/frames/frame_009120.jpg,./storage/Lky6MPtNJto/frames/frame_004800.jpg,juice fat all right the proteins kind of coagulated underneath so you do have some stuff going on in that sauce so this is something you definitely need to skim the fat off the top I actually skimmed the fat off the top and boiled the sauce in the pan for about 5 minutes to thicken it up a little bit but anyway I'm sure you figured out the rest slice meatloaf pour over sauce eat with mashed 
Lky6MPtNJto,What internal temperature is required to be fully cooked?,155°F,True,175°F,0.033355712890625,140°F,0.0068817138671875,155°F,0.91552734375,165°F,0.0280914306640625,155°F,False,,15,18,9,./storage/Lky6MPtNJto/frames/frame_007200.jpg,./storage/Lky6MPtNJto/frames/frame_008640.jpg,./storage/Lky6MPtNJto/frames/frame_004320.jpg,an internal temperature of 155 and at that point it was done and that's looking very rustic you could slice and serve just like that but because that meat did cook in that sauce lots of stuff came out from that meat juice fat all right the proteins kind of coagulated underneath so you do have some stuff going on in that sauce so 
Lky6MPtNJto,Which herb is added for additional flavor?,Rosemary,True,Rosemary,0.471923828125,Thyme,0.373291015625,Oregano,0.042877197265625,Basil,0.00739288330078125,Rosemary,False,,20,10,9,./storage/Lky6MPtNJto/frames/frame_009600.jpg,./storage/Lky6MPtNJto/frames/frame_004800.jpg,./storage/Lky6MPtNJto/frames/frame_004320.jpg,you're a fan of mushroom sauces maybe give this technique a try and of course head over to foodwishes.com for all the ingredient amounts as well as more info as usual and as always enjoy 
