VideoURL,Question,Selected Answer,isSelectedAnswerCorrect,Choice A,Choice A Probability,Choice B,Choice B Probability,Choice C,Choice C Probability,Choice D,Choice D Probability,Correct Answer,Not Top Token,Top Token,Chosen index for top frame,Second best index,Third best index,Path Top1,Path Top2,Path Top3,top 1 text
vow-kxTPatc,"When the plate is above the oven, how many cooked naans are there ?",4,False,4,0.444091796875,2,0.3623046875,6,0.034515380859375,1,0.01372528076171875,6,False,,30,37,29,./storage/vow-kxTPatc/frames/frame_000900.jpg,./storage/vow-kxTPatc/frames/frame_001110.jpg,./storage/vow-kxTPatc/frames/frame_000870.jpg,minutes it has been 3 minutes and my first pans are ready just see how good they look very 
vow-kxTPatc,What is in the jar with the red lid?,Yeast,True,Jam,0.2042236328125,Nutella,0.007495880126953125,Pepper,0.00925445556640625,Yeast,0.7587890625,Yeast,False,,10,6,4,./storage/vow-kxTPatc/frames/frame_000300.jpg,./storage/vow-kxTPatc/frames/frame_000180.jpg,./storage/vow-kxTPatc/frames/frame_000120.jpg,yogurt 1 teaspoon of sugar 1 teaspoon of salt pinch of baking soda 1 teaspoon of yeast so first I'm going to mix the yeast in water and 
UUlfKJ9M_pQ,What food is displayed behind the two bowls of clam chowder?,A piece of bread,True,A banana,0.0050506591796875,A bowl of rice,0.0026397705078125,A bowl of apples,0.0005488395690917969,A piece of bread,0.98486328125,A piece of bread,False,,37,38,8,./storage/UUlfKJ9M_pQ/frames/frame_001110.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001140.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000240.jpg,as you can see I garnished this with some bacon and now we are going to eat dinner yeah ah yes this is one of my favorite soups it's not health food so I don't 
UUlfKJ9M_pQ,What is the red food cooking in the black pot?,Tomatoes,False,Tomatoes,0.6201171875,Strawberries,0.010589599609375,Pepper,0.078857421875,Bacon,0.0274658203125,Bacon,False,,20,30,11,./storage/UUlfKJ9M_pQ/frames/frame_000600.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000900.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000330.jpg,minutes now we're going to add our liquid the liquid from the cans and the clam juice you know uh the clam juice is salty and the liquid from the can also has some salt to it so I'm not going to add any salt Until the End we'll taste it and then decide if it needs more so I have roughly 2 and 1/2 cups of liquid 
UUlfKJ9M_pQ,"When adding the bacon in the mixture, why does the person say not to use all of it",Keep some for the topping,True,Keep some for the topping,0.89013671875,Because she accidentally made too much,0.005950927734375,Because she is preparing another dish that requires bacon,0.04364013671875,Because of a religious tradition,0.00045180320739746094,Keep some for the topping,False,,10,11,12,./storage/UUlfKJ9M_pQ/frames/frame_000300.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000330.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000360.jpg,cup of chicken stock all right we're going to take the bacon out of the pot now that it's nice and crisp I will keep the fat in there I'm going to add some chopped onion to this and uh 
UUlfKJ9M_pQ,What best describes the woman's face?,Some makeup and glasses,True,Some makeup and red hair,0.04248046875,No glasses and no makeup,0.004302978515625,No glasses and blonde hair,0.00093841552734375,Some makeup and glasses,0.93701171875,Some makeup and glasses,False,,48,25,43,./storage/UUlfKJ9M_pQ/frames/frame_001440.jpg,./storage/UUlfKJ9M_pQ/frames/frame_000750.jpg,./storage/UUlfKJ9M_pQ/frames/frame_001290.jpg,little rolls delicious thank you for watching this video I appreciate it a lot if you like it and you give me a like thank you if you share it with your friends and you sub and you comment thank you thank you thank you I really really appreciate it you have no idea how much I appre appreciate your support a lot thank you I will have this recipe on the website ready for you guys to come and print it in the meantime eat 
qPSqTqkHhGg,What color is the chef's watch?,Red,True,Blue,0.006145477294921875,Yellow,0.0005540847778320312,Red,0.986328125,Salmon,0.000980377197265625,Red,False,,33,20,39,./storage/qPSqTqkHhGg/frames/frame_000990.jpg,./storage/qPSqTqkHhGg/frames/frame_000600.jpg,./storage/qPSqTqkHhGg/frames/frame_001170.jpg,then serve it just as fast like that right you Cup born here right just real quick it's like magic right it's kind of like that boom go go there you go right real quick real simple the intensity of the fish is what you want coolness 
qPSqTqkHhGg,How is the salmon sliced?,Thin,True,Fat,0.1982421875,Tasty,0.0008358955383300781,Thick,0.0162811279296875,Thin,0.69189453125,Thin,False,,8,9,10,./storage/qPSqTqkHhGg/frames/frame_000240.jpg,./storage/qPSqTqkHhGg/frames/frame_000270.jpg,./storage/qPSqTqkHhGg/frames/frame_000300.jpg,right through here right right out of the package here it's real nice come on here we go a little bit here right just like the New Zealand salmon we're going to do here is we're just going to take it four fingers probably right in half is be real nice here right down the center 
qPSqTqkHhGg,How many nigiri sushi is made?,Two,False,Eight,0.228271484375,Two,0.62060546875,Countless,0.0188751220703125,Four,0.0478515625,Four,False,,32,31,30,./storage/qPSqTqkHhGg/frames/frame_000960.jpg,./storage/qPSqTqkHhGg/frames/frame_000930.jpg,./storage/qPSqTqkHhGg/frames/frame_000900.jpg,what it looks like it's a little bit of rice right real fast here right you've seen that before real quick right like that this is the hardest part of doing sushi right here the little ball of rice try not to hold the fish too long and then serve it just as fast like that right you Cup born here right just real 
qPSqTqkHhGg,What tool does he shape the nigiri with?,Knife,False,Tongs,0.0966796875,Hands,0.266845703125,Chopsticks,0.030426025390625,Knife,0.55615234375,Hands,False,,29,21,32,./storage/qPSqTqkHhGg/frames/frame_000870.jpg,./storage/qPSqTqkHhGg/frames/frame_000630.jpg,./storage/qPSqTqkHhGg/frames/frame_000960.jpg,the first one we did just to show you what it looks like it's a little bit of rice right real fast here right you've seen that before real quick right like that this is the hardest part of doing sushi right here the little ball of rice try not to hold the fish too long and then serve it just as fast like that right you Cup born here right just real 
qaDMnLE6NBU,What tool does she mix the sweet and sour fish sauce with?,Whisk,False,Magic,0.0184326171875,Blender,0.006320953369140625,Whisk,0.748046875,Spoon,0.1668701171875,Spoon,False,,10,14,18,./storage/qaDMnLE6NBU/frames/frame_000300.jpg,./storage/qaDMnLE6NBU/frames/frame_000420.jpg,./storage/qaDMnLE6NBU/frames/frame_000540.jpg,perfect consistency for me it should be slightly thinned out but thick enough to where you should take your figure into the onto the back of the spoon and it should all just stay and hold its shape except this aside and I'll show you how to make the sweet and sour fish sauce into my measuring cup I'm adding in some sugar along with some very hot water and you just want to stir this until all the sugar has dissolved and then add in your 
qaDMnLE6NBU,How large are the tofu pieces cut?,Really thin,False,Knife size,0.327392578125,Chopstick Size,0.10302734375,Really thin,0.37109375,Finger size,0.162109375,Finger size,False,,37,28,19,./storage/qaDMnLE6NBU/frames/frame_001110.jpg,./storage/qaDMnLE6NBU/frames/frame_000840.jpg,./storage/qaDMnLE6NBU/frames/frame_000570.jpg,some tofu two of each and for the final row I'm going to add in three pieces of shrimp and then again continue to roll just like I said before up and over over your herbs and your veggies get it nice and tight and then right after you've rolled over your ham and your tofu you want to bring in the sides and then just 
qaDMnLE6NBU,What is placed at the center of each spring roll?,Shrimp,False,Shrimp,0.98046875,Sauce,0.00539398193359375,Tofu,0.004650115966796875,Veggies,0.0034275054931640625,Veggies,False,,3,15,28,./storage/qaDMnLE6NBU/frames/frame_000090.jpg,./storage/qaDMnLE6NBU/frames/frame_000450.jpg,./storage/qaDMnLE6NBU/frames/frame_000840.jpg,hi guys it's all in this video I'm going to show you guys how to make homemade fresh spring roll it has been a highly requested video over on my youtube channel so I'm finally getting around to doing that for you guys and it's very easy to make it's healthy they're delicious although it's usually served 
qaDMnLE6NBU,How many sauces are the spring rolls served with?,Two,True,,0.0277557373046875,Many,0.024871826171875,Two,0.93359375,Zero,0.0024242401123046875,Two,False,,3,28,39,./storage/qaDMnLE6NBU/frames/frame_000090.jpg,./storage/qaDMnLE6NBU/frames/frame_000840.jpg,./storage/qaDMnLE6NBU/frames/frame_001170.jpg,hi guys it's all in this video I'm going to show you guys how to make homemade fresh spring roll it has been a highly requested video over on my youtube channel so I'm finally getting around to doing that for you guys and it's very easy to make it's healthy they're delicious although it's usually served 
P7XOVPrxEaQ,What liquid ingredient is added to provide creaminess?,Coconut Milk,True,Kaffir Lime Leaves,0.0101318359375,Fish Sauce,0.006195068359375,Coconut Milk,0.97119140625,Cream,0.002368927001953125,Coconut Milk,False,,18,34,21,./storage/P7XOVPrxEaQ/frames/frame_000540.jpg,./storage/P7XOVPrxEaQ/frames/frame_001020.jpg,./storage/P7XOVPrxEaQ/frames/frame_000630.jpg,a look at our ingredients so the first chunk of the ingredients is going to look very much like a green curry ingredient I've got some green curry paste this one's just store-bought okay and you can use more or less I'm using 2 tablespoons the more you use the spicier it will be I've got a little bit of sugar to cut the salt I've got some fish sauce and the fish sauce it is going to 
P7XOVPrxEaQ,What dish is used to cook the curry?,A wok,True,A pot,0.29443359375,A wok,0.60400390625,A skillet,0.034088134765625,A pan,0.00754547119140625,A wok,False,,14,15,12,./storage/P7XOVPrxEaQ/frames/frame_000420.jpg,./storage/P7XOVPrxEaQ/frames/frame_000450.jpg,./storage/P7XOVPrxEaQ/frames/frame_000360.jpg,as it sounds so this dish and thae is called cowat G one cowat is fried rice and Gan is the name for for the curry it's not super but I've seen it done and so it's not like my original idea I wish it was it's super good and it's going to be really quick really easy it's a great dish if you've got just sort of curry paste sitting in the fridge and you 
P7XOVPrxEaQ,Why is it important not to cook the basil for too long?,It burns and becomes black,True,It burns and becomes black,0.93994140625,It begins to break apart,0.00247955322265625,It becomes too soft,0.01309967041015625,It's taste becomes dull,0.0221099853515625,It burns and becomes black,False,,36,37,34,./storage/P7XOVPrxEaQ/frames/frame_001080.jpg,./storage/P7XOVPrxEaQ/frames/frame_001110.jpg,./storage/P7XOVPrxEaQ/frames/frame_001020.jpg,done up and now all we have to oh I forgot my um My Thai Basil I knew it was it felt a little strange Thai Basil you want to turn off your heat first then you toss in the Thai Basil because you don't want to cook the Thai Basil for too long in too intense of a heat or they'll turn black and not very nice 
P7XOVPrxEaQ,How should the wok be heated before adding the paste?,Slowly increasing heat,True,Slowly increasing heat,0.4462890625,Over low constant heat,0.35302734375,Directly into hot oil,0.166748046875,Hot pan without oil,0.0039215087890625,Slowly increasing heat,False,,26,34,18,./storage/P7XOVPrxEaQ/frames/frame_000780.jpg,./storage/P7XOVPrxEaQ/frames/frame_001020.jpg,./storage/P7XOVPrxEaQ/frames/frame_000540.jpg,it on just sort of medium heat when you sauté curry paste you do not want to start it in too hot of a pan because you can burn the curry paste instantly if you think about it curry paste is just herbs that are tiny tiny pieces so they can burn easily so just a little bit of vegetable oil in there I'm going to go in with my C curry paste I'm not going 
Nz9EAqTBrNw,What ingredient in the roll contains protein?,Imitation Crab,True,Imitation Crab,0.734375,Salmon,0.1446533203125,Shrimp,0.044097900390625,Tuna,0.0269622802734375,Imitation Crab,False,,3,4,8,./storage/Nz9EAqTBrNw/frames/frame_000090.jpg,./storage/Nz9EAqTBrNw/frames/frame_000120.jpg,./storage/Nz9EAqTBrNw/frames/frame_000240.jpg,[Music] how to make an inside out California roll true to its name this world Sushi was invented in California by an enterprising Japanese sushi chef in the early 1970s you will need some plastic wrap a 
Nz9EAqTBrNw,How does the chef prevent the rice from sticking when rolling?,He uses plastic wrap,True,He uses plastic wrap,0.873046875,He undercooks the rice,0.0076751708984375,He hits the roll on the counter,0.01422119140625,He adds a starch,0.035491943359375,He uses plastic wrap,False,,23,21,29,./storage/Nz9EAqTBrNw/frames/frame_000690.jpg,./storage/Nz9EAqTBrNw/frames/frame_000630.jpg,./storage/Nz9EAqTBrNw/frames/frame_000870.jpg,too much rice it should be no more than a/4 in thick and you should be able to see the norish sheet through it step six sprinkle sesame seeds over the rice step seven lay the plastic wrapped bamboo in front of you flip the prepared Nori sheet right side down at the bottom end of the mat step eight lay a strip of shredded 
Nz9EAqTBrNw,How much of the nori should be uncovered?,Half of the nori,False,A half inch,0.2183837890625,A full inch,0.039764404296875,Half of the nori,0.662109375,,0.02178955078125,A half inch,False,,4,22,7,./storage/Nz9EAqTBrNw/frames/frame_000120.jpg,./storage/Nz9EAqTBrNw/frames/frame_000660.jpg,./storage/Nz9EAqTBrNw/frames/frame_000210.jpg,[Music] how to make an inside out California roll true to its name this world Sushi was invented in California by an enterprising Japanese sushi chef in the early 1970s you will need some plastic wrap a 
Nz9EAqTBrNw,How many pieces does one roll make?,5,False,5,0.277099609375,6,0.087890625,8,0.135009765625,4,0.229736328125,6,False,,33,34,31,./storage/Nz9EAqTBrNw/frames/frame_000990.jpg,./storage/Nz9EAqTBrNw/frames/frame_001020.jpg,./storage/Nz9EAqTBrNw/frames/frame_000930.jpg,using your mat as leverage Step 11 once it's taken shape take the roll off the mat and lay the mat over it press and smooth the roll compressing it tightly and evening out the ends step 12 with a very sharp knife use a delicate but firm sawing motion to cut the roll in half cut each half into 
Njhy1XmKRiQ,What green vegetable is used in the dish?,Green onion,False,Green onion,0.73974609375,basil,0.0175323486328125,Green pepper,0.2120361328125,spinach,0.00923919677734375,Green pepper,False,,11,10,12,./storage/Njhy1XmKRiQ/frames/frame_000330.jpg,./storage/Njhy1XmKRiQ/frames/frame_000300.jpg,./storage/Njhy1XmKRiQ/frames/frame_000360.jpg,now the vegetable goes in the Le goes in we need to warm up the rice steak in the body 
Njhy1XmKRiQ,What is used to garnish the dish?,green onion,False,sauce,0.155029296875,Sesame seeds,0.28515625,green onion,0.50830078125,Carrot,0.00620269775390625,Carrot,False,,2,18,3,./storage/Njhy1XmKRiQ/frames/frame_000060.jpg,./storage/Njhy1XmKRiQ/frames/frame_000540.jpg,./storage/Njhy1XmKRiQ/frames/frame_000090.jpg,so Singapore rice steti rice now we have one egg some lar shrimp chicken breasts rice 
Njhy1XmKRiQ,Which utensil is used to cook the dish?,Ladle,True,Ladle,0.50390625,Tongs,0.067626953125,Spatula,0.049102783203125,Slotted spoon,0.34619140625,Ladle,False,,15,10,16,./storage/Njhy1XmKRiQ/frames/frame_000450.jpg,./storage/Njhy1XmKRiQ/frames/frame_000300.jpg,./storage/Njhy1XmKRiQ/frames/frame_000480.jpg,the water now we're going to put all the spices in there one t one teaspoon of curry powder 
Njhy1XmKRiQ,What is the name of the restaurant?,Cha Ya Asian Bistro,True,Noodle Spot,0.0023441314697265625,Panda Express,0.00038552284240722656,Gu's Dumplings,0.0007433891296386719,Cha Ya Asian Bistro,0.88134765625,Cha Ya Asian Bistro,False,,1,34,32,./storage/Njhy1XmKRiQ/frames/frame_000030.jpg,./storage/Njhy1XmKRiQ/frames/frame_001020.jpg,./storage/Njhy1XmKRiQ/frames/frame_000960.jpg,so Singapore rice steti rice now we have one egg some lar shrimp 
MCs2_Ih0PZA,What meat is used in the recipe?,Veal,True,Chicken,0.237548828125,Veal,0.3349609375,Beef ,0.038177490234375,Pork,0.3349609375,Veal,False,,3,30,26,./storage/MCs2_Ih0PZA/frames/frame_000090.jpg,./storage/MCs2_Ih0PZA/frames/frame_000900.jpg,./storage/MCs2_Ih0PZA/frames/frame_000780.jpg,with the typical golden brown and wavy crust you will need a few ve schnitzel for this that have already been thinly cut by your butcher eggs flour and breadcrumbs for the breading an oil that can be heated to a high temperature such as sunflower or corn oil and lemon and butter for flavoring to ensure the snitel are 
MCs2_Ih0PZA,How does the chef add acid to the dish?,Vinegar,False,Orange,0.0257415771484375,Hot sauce,0.002162933349609375,Vinegar,0.9287109375,Lemon,0.00855255126953125,Lemon,False,,35,10,32,./storage/MCs2_Ih0PZA/frames/frame_001050.jpg,./storage/MCs2_Ih0PZA/frames/frame_000300.jpg,./storage/MCs2_Ih0PZA/frames/frame_000960.jpg,it place the finished snitel on some paper towels to absorb the excess fat and then arrange them on a plate with the traditional slices of lemon venish nitel are particularly delicious when served with fried potatoes and a crispy salad enjoy 
MCs2_Ih0PZA,How many times should the shnitzel be turned?,Once,True,Twice,0.25830078125,Three times,0.035797119140625,Once,0.364501953125,As many as needed,0.2076416015625,Once,False,,7,8,29,./storage/MCs2_Ih0PZA/frames/frame_000210.jpg,./storage/MCs2_Ih0PZA/frames/frame_000240.jpg,./storage/MCs2_Ih0PZA/frames/frame_000870.jpg,as sunflower or corn oil and lemon and butter for flavoring to ensure the snitel are especially tender place them one by one between two pieces of cling film and pound them a bit thinner using a small saucepan be careful you don't want the Schnitzel to tear then you season the Schnitzel with 
MCs2_Ih0PZA,Why should you rock the pan during cooking?,To apply heat more evenly,False,To stop the meat from sticking,0.2005615234375,To splash oil on top,0.003116607666015625,To apply heat more evenly,0.78076171875,To look like a pro chef,0.0023345947265625,To splash oil on top,False,,28,23,20,./storage/MCs2_Ih0PZA/frames/frame_000840.jpg,./storage/MCs2_Ih0PZA/frames/frame_000690.jpg,./storage/MCs2_Ih0PZA/frames/frame_000600.jpg,once move the pan from time to time so the oil goes over the Schnitzel as this will make the breading even crispier once the Schnitzel are done pour the used oil out of the pan melt a piece of butter in the pan over low heat and briefly turn the snitel over in it place the finished snitel on some paper towels to absorb the excess fat 
LoeSv5enisE,What seed-based paste is a key ingredient for the recipe?,Tahini,True,Peanut butter,0.01105499267578125,Cashew Butter,0.0028839111328125,Tahini,0.96484375,Almond Butter,0.0011119842529296875,Tahini,False,,50,34,52,./storage/LoeSv5enisE/frames/frame_001500.jpg,./storage/LoeSv5enisE/frames/frame_001020.jpg,./storage/LoeSv5enisE/frames/frame_001560.jpg,to do we're going to add a couple tablespoons of olive oil and you know olive oil is really a healthy oil some people don't even add the olive oil but I like the flavor of it now for my two secret ingredients a little bit of yogurt about A4 of a cup use good yogurt that gives it a little bit of a Tang to my palette it's really good and kimon we call it cimon cumin seed 
LoeSv5enisE,How does the chef increase extractable lemon juice?,Freezing prior to juice,True,Boil for 10 minutes,0.024505615234375,Freezing prior to juice,0.75048828125,Lightly Grill Lemon,0.067138671875,Peel lemon first,0.0999755859375,Freezing prior to juice,False,,36,37,35,./storage/LoeSv5enisE/frames/frame_001080.jpg,./storage/LoeSv5enisE/frames/frame_001110.jpg,./storage/LoeSv5enisE/frames/frame_001050.jpg,less remember this is to your taste now Garlic's good for your heart so I may add a little more than a teaspoon and a four a cup of lemon juice and you know you can freeze lemons let me tell you a great trick when you buy lemons in the store and if they're ever on sale take your lemon whole unpeeled like this 
LoeSv5enisE,Which dairy product does the chef add for tanginess?,Yogurt,True,Yogurt,0.51123046875,Sour Cream,0.39208984375,Cream Cheese,0.0186309814453125,Mozarella,0.0007810592651367188,Yogurt,False,,33,34,0,./storage/LoeSv5enisE/frames/frame_000990.jpg,./storage/LoeSv5enisE/frames/frame_001020.jpg,./storage/LoeSv5enisE/frames/frame_000000.jpg,pull cholesterol out of your body all I do is drain them you don't need to rinse them now you can do this by hand like my mom used to do um but I'm going to do it in a food processor because I like it very smooth but you can get smoother as chunky as you want and to that you're going to add a teaspoon of minced garlic oh that smells so good more or 
LoeSv5enisE,How does the chef make the dish look better before serving? ,Add with parsley and olive oil,True,Sprinkle with grated carrots,0.07147216796875,Add with parsley and olive oil,0.421142578125,Mix in chopped green onions,0.061614990234375,Garnish with chopped tomatoes,0.11968994140625,Add with parsley and olive oil,False,,53,54,33,./storage/LoeSv5enisE/frames/frame_001590.jpg,./storage/LoeSv5enisE/frames/frame_001620.jpg,./storage/LoeSv5enisE/frames/frame_000990.jpg,well you know what that is done what I'm going to do now is I'm going to pour it in a bowl season it with salt and pepper and we're ready to eat it's only took a couple not even two minutes in the food processor and if you notice mine is chunky but you can make it smooth as you want just by continuing to process it 
Lky6MPtNJto,Which type of mushrooms does the chef use for the sauce?,Shiitake,True,Shiitake,0.97021484375,Porcini,0.00435638427734375,Crimini,0.0052947998046875,Button,0.0015287399291992188,Shiitake,False,,13,2,43,./storage/Lky6MPtNJto/frames/frame_000390.jpg,./storage/Lky6MPtNJto/frames/frame_000060.jpg,./storage/Lky6MPtNJto/frames/frame_001290.jpg,bowl like I'm doing it cuz what you're going to want to be able to do is slide this push this off into our creamy mushroom brazing liquid which is actually the topic of this video recipe so how did we make that we're going to take 6 oz of shitake mushrooms and as you may know you can't use the stems they're just a little too tough and fibrous so just go ahead and pull those 
Lky6MPtNJto,What thickening method does the chef use for the sauce,A roux made with flour,True,Adding egg yolks,0.028900146484375,Cornstarch slurry,0.20703125,A roux made with flour,0.73388671875,Simmering a lot,0.005603790283203125,A roux made with flour,False,,35,34,24,./storage/Lky6MPtNJto/frames/frame_001050.jpg,./storage/Lky6MPtNJto/frames/frame_001020.jpg,./storage/Lky6MPtNJto/frames/frame_000720.jpg,lots of stuff came out from that meat juice fat all right the proteins kind of coagulated underneath so you do have some stuff going on in that sauce so this is something you definitely need to skim the fat off the top I actually skimmed the fat off the top and boiled the sauce in the pan for about 5 minutes to thicken it up a little bit but anyway 
Lky6MPtNJto,What internal temperature is required to be fully cooked?,155°F,True,165°F,0.265869140625,140°F,0.01158905029296875,175°F,0.021820068359375,155°F,0.658203125,155°F,False,,32,33,5,./storage/Lky6MPtNJto/frames/frame_000960.jpg,./storage/Lky6MPtNJto/frames/frame_000990.jpg,./storage/Lky6MPtNJto/frames/frame_000150.jpg,an internal temperature of 155 and at that point it was done and that's looking very rustic you could slice and serve just like that but because that meat did cook in that sauce lots of stuff came out from that meat juice fat all right the proteins kind of coagulated underneath so you do have some stuff going on in that sauce so this is something you definitely need to 
Lky6MPtNJto,Which herb is added for additional flavor?,Rosemary,True,Rosemary,0.97998046875,Thyme,0.004131317138671875,Basil,0.0020618438720703125,Oregano,0.0012025833129882812,Rosemary,False,,19,24,22,./storage/Lky6MPtNJto/frames/frame_000570.jpg,./storage/Lky6MPtNJto/frames/frame_000720.jpg,./storage/Lky6MPtNJto/frames/frame_000660.jpg,of get I don't know slimy and they'll just kind of Sizzle like that and then if you keep cooking they will dry out a little bit and start to Brown nicely like that at that stage I'm going to add a pinch of fresh Rosemary all right so give that a stir that just goes a couple seconds and then I'm going to add my flour to this which is going to make yes a r so we're going to stir in the flour it's going to get all clumpy and kind of 
