index,image_path,raw_text
151,1164765687_7aca07bbe7.jpg,A man in a red shirt and glasses is bending down towards a small dog on a blanket with several stuffed animals 
152,1167662968_e466f1e80a.jpg,A guy with a nose piercing 
153,1167669558_87a8a467d6.jpg,A man in yellow grimaces 
154,1167908324_8caab45e15.jpg,A man is standing by a group of video games in a bar 
155,1169307342_e7a4685a5c.jpg,A big brown dog plays with a smaller grey dog on the grass 
156,1174525839_7c1e6cfa86.jpg,A girl in blue is jumping on the shore as small waves approach her 
157,1174629344_a2e1a2bdbf.jpg,A crowd of people walk down a busy sidewalk 
158,1176580356_9810d877bf.jpg,A big dog catches a ball on his nose 
159,1177994172_10d143cb8d.jpg,"Two blonde boys , one in a camouflage shirt and the other in blue , are having a water fight "
160,1178705300_c224d9a4f1.jpg,a brown dog jumping into a pool after a bloe ball 
161,118187095_d422383c81.jpg,Parents are pushing little children in red car carts 
162,118309463_a532b75be9.jpg,A boys baseball team wear their uniforms 
163,1184967930_9e29ce380d.jpg,A brown dog running through the grass and flowers 
164,1187435567_18173c148b.jpg,A small brown and black dog 
165,1187593464_ce862352c6.jpg,A big tan dog runs on grass with a big stick in his mouth 
166,1189977786_4f5aaed773.jpg,A dog jumping into a swimming pool 
167,1191338263_a4fa073154.jpg,A little old lady sitting next to an advertisement 
168,1193116658_c0161c35b5.jpg,A girl rides a unicycle as another rides a scooter next to her 
169,119534510_d52b3781a3.jpg,A man in a brown shirt sitting on a dock and reading 
170,1197800988_7fb0ca4888.jpg,a person sits at a table behind a tree 
171,1198194316_543cc7b945.jpg,a couple walking along on a sidewalk 
172,1204996216_71d7519d9a.jpg,A boy lays on a picnic table bench 
173,1206506157_c7956accd5.jpg,Dogs fight in grass over toy 
174,1207159468_425b902bfb.jpg,A boy and a person suspended above a dome structure 
175,1211015912_9f3ee3a995.jpg,A girl in a brown dress surrounded by children closes her eyes 
176,1213336750_2269b51397.jpg,A man in a black jacket is taking a photo of a man in a red jacket 
177,1215334959_b1970965f7.jpg,A family sits on a bench near a beach 
178,121800200_bef08fae5f.jpg,A group of climbers begin up a sheer rock face 
179,121971540_0a986ee176.jpg,two men cleaning the outside windows of a yacht 
180,1220401002_3f44b1f3f7.jpg,Two children are laughing in the grass 
181,1222322358_225067636e.jpg,A boy in a red and white shirt is on a swing 
182,1224851143_33bcdd299c.jpg,A boy eats with a spoon 
183,1225443522_1633e7121f.jpg,A girl walking alone at night on a street 
184,1227655020_b11a1bb112.jpg,A black dog and a brown dog playing in tall weeds 
185,1229756013_94663527d7.jpg,A brown dog jumping in the air on a brown plain 
186,1231229740_8dcbf80bfb.jpg,A child in gray clothes is sleeping on a red cushion 
187,1232148178_4f45cc3284.jpg,A baby girl playing at a park 
188,1234293791_6566284bcd.jpg,A girl in a helmet rides a horse 
189,1234817607_924893f6e1.jpg,a Korean man sells soda 
190,1235580648_7eebaed9bc.jpg,The hatted males pose for a picture 
191,1235681222_819231767a.jpg,A person in a blue shirt sits behind two people sitting on a wood bench 
192,1235685934_be89b231fb.jpg,A man in sunglasses on an overpass 
193,1236951314_0308dc4138.jpg,A boy in a wetsuit jumps into a pool with a bald man 
194,1236964638_1808784a3c.jpg,A boy flips off a diving board into a pool 
195,1237985362_dbafc59280.jpg,A lady holds a little girl who is trying to catch bubbles 
196,123889082_d3751e0350.jpg,A brown dog biting a gray dogs ear 
197,123997871_6a9ca987b1.jpg,Girls wearing sports uniforms and eye protection 
198,1240297429_c36ae0c58f.jpg,A dog in a number six jersey is running through a field 
199,124195430_d14028660f.jpg,A brown horse and a black foal on the beach 
200,1244140539_da4804d828.jpg,A black and brown dog is laying on a white shaggy carpet 
201,1244306891_8e78ae1620.jpg,smiling girls in bathing suits sitting on the sand 
202,1244485675_822e6efe60.jpg,A boy in a grey and white shirt looking at his reflection 
203,1245022983_fb329886dd.jpg,A child in all pink is posing nearby a stroller with buildings in the distance 
204,1247181182_35cabd76f3.jpg,a man sits on a rock 
205,1248357227_2b4175fc39.jpg,The kids play in the wooded area near the water 
206,1248734482_3038218f3b.jpg,A close-up of a young girl with a pink shirt laying on grass 
207,124881487_36e668145d.jpg,A man on bicycle riding down a rocky hill 
208,1248940539_46d33ed487.jpg,Three children are playing in sand near to the beach 
209,1248953128_24c9f8d924.jpg,A little girl in a colorful dress is playing with a blue and red soccer ball 
210,124972799_de706b6d0b.jpg,A cat under the bench hissing with a dog growling and trying to get it 
211,1251558317_4ef844b775.jpg,An adult and a child sitting on a police motorcycle 
212,1252396628_eb81d3905b.jpg,A man in a red biker suit on a red dirt bike going down a muddy road 
213,1252787177_4b08625897.jpg,People walk by a display of underwear hanging in a stall 
214,125319704_49ead3463c.jpg,Person standing beside bike in stream 
215,1253264731_e7c689eca5.jpg,A girl in a coral shirt with glasses is smiling while leaning against a fence 
216,1253275679_e955fb7304.jpg,A boy has his head down and is wearing a shirt that says ADHD 
217,1255504166_f2437febcb.jpg,A boy playing in a lake 
218,1258913059_07c613f7ff.jpg,A couple of people sit outdoors at a table with an umbrella and talk 
219,1259936608_e3f0064f23.jpg,A little girl with arms outstretched plays with others at a sprinkler park 
220,1260816604_570fc35836.jpg,A person drives in a red car 
221,1262077938_8b9516c273.jpg,A girl with a black purse sitting on a wooden bench 
222,1262454669_f1caafec2d.jpg,A girl in a white shirt is sitting on a park bench with a dog next to her 
223,1262583859_653f1469a9.jpg,a biker enjoys a coffee 
224,1263126002_881ebd7ac9.jpg,A baby girl is attempting to climb out of her green crib 
225,1263801010_5c74bf1715.jpg,A man in a red jacket looking out over snow-covered mountains 
226,1267711451_e2a754b4f8.jpg,A black and white dog carrying a large stick 
227,1269470943_ba7fc49b4d.jpg,A boy in blue with a football sprawls in the grass 
228,1271210445_7f7ecf3791.jpg,girls seated at table with a candle covered with lit candles 
229,1271960365_e54033f883.jpg,A black dog runs after another black dog who is carrying a ball 
230,1273001772_1585562051.jpg,About 12 kids and a few adults get splashed by an off camera source 
231,127450902_533ceeddfc.jpg,A winter landscape with four people walking in the snow 
232,127488876_f2d2a89588.jpg,"One man in red shirt and black pants with a man in white shirt and tan shorts , golfing "
233,127490019_7c5c08cb11.jpg,A girl is getting ready to swing the club 
234,1277185009_06478dd457.jpg,A man standing on a rocky mountain with gray clouds in the background 
235,1277743944_f4e8c78403.jpg,"A boy dressed in khaki shorts and a red shirt runs on a beach with green , white and blue structures and a half moon behind him "
236,1280147517_98767ca3b3.jpg,A boat on a lake 
237,1280320287_b2a4b9b7bd.jpg,A man is pulled behind a boat on a knee board while another doing the same begins to fall 
238,1282392036_5a0328eb86.jpg,A group of people in costume at a renaissance fair 
239,12830823_87d2654e31.jpg,Children sit and watch the fish moving in the pond 
240,1285067106_2adc307240.jpg,a boy in white plays baseball 
241,1285874746_486731a954.jpg,a african-american woman stands in the crowd 
242,1286408831_05282582ed.jpg,A boy with his mouth open and tongue sticking out clinging to a bar next to a platform 
243,1287064529_aa4e4f3c31.jpg,A black and tan dog in the snow 
244,1287073593_f3d2a62455.jpg,A group of dogs pull a person on a dog sled up a hill 
245,1287475186_2dee85f1a5.jpg,A boy sitting in water 
246,1287920676_d21a0b289b.jpg,A snow dog in a red harness 
247,1287931016_fb015e2e10.jpg,A black and a white dog on the snow 
248,1287982439_6578006e22.jpg,A big brown dog is jumping in the water and has his mouth wide open 
249,1288909046_d2b2b62607.jpg,a brown dog is leaping into a garden swimming pool 
250,128912885_8350d277a4.jpg,A dog jumps for a red ball on the grass 
251,1289142574_2bd6a082dd.jpg,A boy jumps from one picnic table to another 
252,1290894194_8a4ffdc7eb.jpg,A woman crouches down next to her terrier dog to smile at a little girl sitting on the sidewalk 
253,1294578091_2ad02fea91.jpg,A female artist showing her painting and signing a paper 
254,1295669416_21cabf594d.jpg,A girl dressed in a red and black top with black pants is sitting on a wall 
255,1295671216_cde1b9c9d1.jpg,"A crowd of people are standing together on a sidewalk , while one man is taking a picture "
256,1295698260_e10c53c137.jpg,"A crowd of people look at something out of frame , one man takes a picture "
257,129599450_cab4e77343.jpg,A backpacker in the mountains wearing an american flag 
258,1296412797_85b6d2f8d6.jpg,A child is being swung by her arms while another child watches 
259,1296770308_3db2022f5a.jpg,A girl sits on a bar stool 
260,1298295313_db1f4c6522.jpg,A blonde boy wearing a blue life vest and camo shorts jumps off a diveboard into a blue lake 
261,1298866571_b4c496b71c.jpg,a asian man gives an evil eye to the camera 
262,1299459550_1fd5594fa2.jpg,A boy in swimming trunks 
263,1299459562_ed0e064aee.jpg,"Three boys in baggy bathing suits play in splashing water in front a of grey , block wall "
264,1301140633_046e4e8010.jpg,a boy in a blue shirt with dirt on his face 
265,130211457_be3f6b335d.jpg,A girl in a red and black leotard with white writing is standing next to a man in a cap and a girl in a hot pink and black and white checkered outfit 
266,1302657647_46b36c0d66.jpg,A man hanging from bars outdoors 
267,1303335399_b3facd47ab.jpg,A baby boy wearing a shoulder life saver is at the very edge of an orange pool slide 
268,1303548017_47de590273.jpg,A girl poses on the train tracks near a station 
269,1303550623_cb43ac044a.jpg,A girl in a tank top and jean capris stands on railroad tracks 
270,1303727066_23d0f6ed43.jpg,A dark haired bearded man wearing a turquoise shirt with a yellow peace sign on it 
271,1303727828_d1052ee341.jpg,A man in a feather hat looking down 
272,1304100320_c8990a1539.jpg,The two dogs are running through a field of flowers 
273,1304961697_76b86b0c18.jpg,Two children on surfboards wave to each other 
274,1305564994_00513f9a5b.jpg,A man in street racer armor is examining the tire of another racer 's motorbike 
275,1306145560_1e37081b91.jpg,A black dog carries an orange tennis ball in his mouth as he swims 
276,1307635496_94442dc21a.jpg,A boy wearing black sandals runs along the grass 
277,1308472581_9961782889.jpg,a boy in blue shirt splashing in water under a dock 
278,1308617539_54e1a3dfbe.jpg,A boy is jumping from a body board into the ocean 
279,1309330801_aeeb23f1ee.jpg,One girl is doing a handstand on an outdoor trampoline while another girl stands on the trampoline with one hand in the air 
280,1311132744_5ffd03f831.jpg,A black and grey dog runs in a field with its tongue hanging out 
281,1311388430_4ab0cd1a1f.jpg,A person hanging from a telephone pole near the mountains 
282,1312020846_5abb4a9be2.jpg,Two little puppies chase each other on a stone wall 
283,1312227131_771b5ed201.jpg,dogs running on a cold but sunny morning 
284,1312954382_cf6d70d63a.jpg,A girl in a green dress plays with a Hello Kitty balloon 
285,1313693129_71d0b21c63.jpg,A boy and a girl are standing on a river bank facing the water 
286,1313961775_824b87d155.jpg,A girl floating wearing a life vest 
287,1316247213_1d2c726dd5.jpg,A closeup of a little girl laughing 
288,131632409_4de0d4e710.jpg,A girl in a bikini walks along the beach with huge clouds and a sandy beach behind her 
289,1317292658_ba29330a0b.jpg,a boy enjoys a rain shower 
290,1319634306_816f21677f.jpg,A brown dog is sitting in some long grass 
291,1321723162_9d4c78b8af.jpg,A little girl holding hands with her ice skating instructor 
292,1321949151_77b77b4617.jpg,A little boy and a little girl are lying on a black bench surrounded by adults 
293,1322323208_c7ecb742c6.jpg,A boy and a girl playing on the beach 
294,1324816249_86600a6759.jpg,A brown dog stands in a lush field with the stunning clouds and mountains behind it 
295,132489044_3be606baf7.jpg,A man sleeping with a bag on his lap on public transportation 
296,1329832826_432538d331.jpg,"People stand on a street corner at dusk , with a pharmacy in the background "
297,1330645772_24f831ff8f.jpg,A black and white dog is running in the grass 
298,133189853_811de6ab2a.jpg,"A man wearing a tuxedo shirt , vest , and bow-tie is kissing another man wearing the same thing on the cheek "
299,1332208215_fa824f6659.jpg,A man in glasses and an Asian woman are seated across from each other in a subway train 
300,1332492622_8c66992b62.jpg,A group of people stand on a balcony near a colorful circus building 
301,1332722096_1e3de8ae70.jpg,Three women standing on a city street 
302,1332815795_8eea44375e.jpg,A baby swings in a swing near a wooden fence 
303,1332823164_c70a5d930e.jpg,A girl standing in the ocean 
304,1333888922_26f15c18c3.jpg,A brown-haired child in green shoes swings on a swing in a park near the woods 
305,1334892555_1beff092c3.jpg,The girls are playing with foam swords 
306,1335617803_4fbc03dab0.jpg,The two children make a funny pose in front of some bushes 
307,1337792872_d01a390b33.jpg,A girls walks down the road holding a teddy bear 
308,1338523142_57fce8229b.jpg,A backpacker walks down a rocky mountain 
309,133905560_9d012b47f3.jpg,A puppy plays with an adult dog in the snow 
310,1339596997_8ac29c1841.jpg,three females wearing head scarves standing together 
311,1341787777_4f1ebb1793.jpg,A brown dog is bending down trying to drink from a jet of water 
312,1342766791_1e72f92455.jpg,A boy pushing another boy up a pole 
313,1342780478_bacc32344d.jpg,A man in a dress shirt and tie is standing in front of a sign selling donuts 
314,1343426964_cde3fb54e8.jpg,A blond boy in a blue tee shirts stands smiling before a craft of green nylon fabric 
315,1346051107_9cdc14e070.jpg,A man is playing a saxophone next to a fire hydrant 
316,1346529555_e916816cfe.jpg,A dog in midair cathing the red ball 
317,134724228_30408cd77f.jpg,Two girls are walking down a dirt road in a park 
318,1347519824_e402241e4f.jpg,A few girls with green foam statue of liberty hats on a train 
319,1348113612_5bfc5f429e.jpg,A black and white dog jumping into a pool after tennis balls 
320,1348304997_afe60a61df.jpg,A barefoot red-headed girl jumping over a rail 
321,1348891916_ebd4413033.jpg,A brown dog on a leash runs through the white water 
322,134894450_dadea45d65.jpg,A boy wearing no shirt and some blue jeans is jumping in the air in the woods 
323,1348947380_14f0fc1237.jpg,A man and a dog stand on a hill overlooking water 
324,1348957576_c4a78eb974.jpg,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface 
325,1350811702_2ce7cfd0c5.jpg,A young boy casting his fishing line off a pier 
326,1350948838_fdebe4ff65.jpg,A black and white dog jumping into a pool 
327,1351315701_6580b51c41.jpg,A black and a white dog are running on the grass 
328,1351764581_4d4fb1b40f.jpg,A firefighter extinguishes a fire under the hood of a car 
329,135235570_5698072cd4.jpg,A man in a field backed by american flags 
330,1352398363_9cc8ffcce9.jpg,A boy is covered with marker 
331,1352410176_af6b139734.jpg,A blonde girl is stepping on vertical logs in the sand 
332,1354318519_2f9baed754.jpg,A baby is laughing 
333,1355450069_c0675b0706.jpg,A man is climbing up a wall 
334,1355703632_5683a4b6fb.jpg,A female softball player making a pitch 
335,1355833561_9c43073eda.jpg,A child is being thrown in the air playfully 
336,1355935187_2c99648138.jpg,A fluffy white dog is coming out of a blue striped obstacle shute 
337,1355945307_f9e01a9a05.jpg,A man drives an old-fashioned red race car 
338,1356543628_c13ebe38fb.jpg,A girl carries a lot through the grass 
339,1356796100_b265479721.jpg,A girl in a flowered dress peaking through some leaves 
340,1357689954_72588dfdc4.jpg,A boy is attempting to rock-climb a prefabricated wall 
341,1357724865_4faf4e1418.jpg,A half-dressed man walks into a river at the bottom of a small waterfall 
342,1357753846_6185e26040.jpg,"A big , black dog runs through the water , near the shore "
343,1358089136_976e3d2e30.jpg,A boy sand surfing down a hill 
344,1358892595_7a37c45788.jpg,A dog runs through the forest with something in its mouth 
345,1359101233_16c2c150e3.jpg,a dog in a red jacket is running on the grass 
346,1361420539_e9599c60ae.jpg,A black dog is running in the grass 
347,1362128028_8422d53dc4.jpg,kids play in a blue tub full of water outside 
348,1363843090_9425d93064.jpg,A black dog retrieves a cloth from a streambed 
349,1363924449_487f0733df.jpg,A boy holds his hands on his head 
350,136552115_6dc3e7231c.jpg,A helmeted man jumping off a rock on a mountain bike 
351,136639119_6040b00946.jpg,A climber is attempting to climb around an overhang above the woods 
352,136644343_0e2b423829.jpg,A boy rides on a tire swing 
353,136644885_f7d2bbf546.jpg,A group of people walking across a rope bridge 
354,1368338041_6b4077ca98.jpg,Three dogs looking at a cement ledge 
355,1368383637_614646cc4a.jpg,People stand in corridor looking from balcony as another person walks dog 
356,136886677_6026c622eb.jpg,A large man sits in the back of a canoe with another man in front on a river 
357,1370615506_2b96105ca3.jpg,A wine shop with an open sign in the window and two people out front 
358,1370773415_967b1ffde1.jpg,A man and a woman standing outside a restaurant 
359,1377668044_36398401dd.jpg,A dog jumping in the air to retrieve a stick from a man 
360,1378557186_4bd1da6834.jpg,"A man , a gun , and a dog "
361,1379026456_153fd8b51b.jpg,A man sits at a table in front of a computer wearing headphones 
362,1383698008_8ac53ed7ec.jpg,A man is snowboarding over a structure on a snowy hill 
363,1383840121_c092110917.jpg,A brown dog laying on a blue cover 
